,id,comment_text_x,target_x,toxicity_annotator_count_x,severe_toxicity_x,obscene_x,threat_x,insult_x,identity_attack_x,male_x,female_x,transgender_x,other_gender_x,heterosexual_x,homosexual_gay_or_lesbian_x,bisexual_x,other_sexual_orientation_x,christian_x,jewish_x,muslim_x,hindu_x,buddhist_x,atheist_x,other_religion_x,black_x,white_x,asian_x,latino_x,other_race_or_ethnicity_x,physical_disability_x,intellectual_or_learning_disability_x,psychiatric_or_mental_illness_x,other_disability_x,comment_text_y,target_y,toxicity_annotator_count_y,severe_toxicity_y,obscene_y,threat_y,insult_y,identity_attack_y,male_y,female_y,transgender_y,other_gender_y,heterosexual_y,homosexual_gay_or_lesbian_y,bisexual_y,other_sexual_orientation_y,christian_y,jewish_y,muslim_y,hindu_y,buddhist_y,atheist_y,other_religion_y,black_y,white_y,asian_y,latino_y,other_race_or_ethnicity_y,physical_disability_y,intellectual_or_learning_disability_y,psychiatric_or_mental_illness_y,other_disability_y,word_count
789,305430,"You show so much ignorance and disrespect towards those victims when you say such things about a leader who is nothing like that monster whom you are referring to.  Trump is not racist he just doesnt care about your entitled pc loving liberal views.  I am latino amd love Mexico, truth be told Mexicans are racist big time amd they know they are taking advantage of the USA, so dont feel sorry for Mexico.  In fact focusing on border security is going to help not hurt Mexico.  Now the usa will pay more attention to the drug and human trafficking that the Mexican officials ignore and even contribute to.  So yes I am a Latino for Trump not because he is a good people person but because he is a great leader who can help take care of business on this side of the globe!",0.5,10,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,"You show so much ignorance and disrespect towards those victims when you say such things about a leader who is nothing like that monster whom you are referring to.  Trump is not racist he just doesnt care about your entitled pc loving liberal views.  I am latino amd love Mexico, truth be told Mexicans are racist big time amd they know they are taking advantage of the USA, so dont feel sorry for Mexico.  In fact focusing on border security is going to help not hurt Mexico.  Now the usa will pay more attention to the drug and human trafficking that the Mexican officials ignore and even contribute to.  So yes I am a Latino for Trump not because he is a good people person but because he is a great leader who can help take care of business on this side of the globe!",0.5,10,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,145
794,305617,"Oh boy...Haycox has really gone off the edge this time.  Alaska will be a part of the rebuilding of our economy and our country.  When haycox says the democrats have left the working class because they are ""white trash"".  Well there is a certain amount of truth in this statement in that this is the attitude of the yuppies, hedge fund managers and coupon clippers that HIllary hopes will elect her to the presidency.  No...when the democrats left the working class was when they signed up with the extreme environmental agenda and declared war on America's working class in resource development jobs.  It is one of the interesting  twists to this election that haycox in his own ivory tower completely misses.",0.6,10,0.0,0.2,0.0,0.5,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Oh boy...Haycox has really gone off the edge this time.  Alaska will be a part of the rebuilding of our economy and our country.  When haycox says the democrats have left the working class because they are ""white trash"".  Well there is a certain amount of truth in this statement in that this is the attitude of the yuppies, hedge fund managers and coupon clippers that HIllary hopes will elect her to the presidency.  No...when the democrats left the working class was when they signed up with the extreme environmental agenda and declared war on America's working class in resource development jobs.  It is one of the interesting  twists to this election that haycox in his own ivory tower completely misses.",0.6,10,0.0,0.2,0.0,0.5,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121
797,305756,"No, but that's not what we're talking about here is it?  Why?  Because someone can't decide to identify as a different race (yet).  Rachel Dolezal gave that a good try though.  

Think about this, colleges granting full ride scholarships to the best ""female"" athletes.  You would have ""transgender boys/men"" taking sport scholarships from real girls/women because they're better at them is certain sports.  

That'd be no different then a Elizabeth Warren being granted teaching jobs at Ivy League schools by falsely claiming she's Native American when she's not.  You liberals better think these ridiculous new ""rules and laws"" through before blindly going along with them like the sheep you are.",0.5,10,0.1,0.0,0.1,0.3,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"No, but that's not what we're talking about here is it?  Why?  Because someone can't decide to identify as a different race (yet).  Rachel Dolezal gave that a good try though.  

Think about this, colleges granting full ride scholarships to the best ""female"" athletes.  You would have ""transgender boys/men"" taking sport scholarships from real girls/women because they're better at them is certain sports.  

That'd be no different then a Elizabeth Warren being granted teaching jobs at Ivy League schools by falsely claiming she's Native American when she's not.  You liberals better think these ridiculous new ""rules and laws"" through before blindly going along with them like the sheep you are.",0.5,10,0.1,0.0,0.1,0.3,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110
799,305791,"a 45-year-old male student, who dresses as a woman and goes by the name Colleen Francis, undressed and exposed his genitals on several occasions inside the woman’s locker room at Evergreen State College.

Students from nearby Olympia High School as well as children at a local swimming club share locker rooms with the college.

According to a police report, the mother of a 17-year-old girl complained after her daughter saw the transgender individual walking naked in the locker room. A female swim coach confronted the man sprawled out in a sauna exposing himself. She ordered him to leave and called police.

The coach later apologized when she discovered the man was transgendered but explained there were girls using the facility as young as six years old who weren’t used to seeing male genitals.",0.5,10,0.0,0.1,0.0,0.2,0.3,0.7,0.8,0.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"a 45-year-old male student, who dresses as a woman and goes by the name Colleen Francis, undressed and exposed his genitals on several occasions inside the woman’s locker room at Evergreen State College.

Students from nearby Olympia High School as well as children at a local swimming club share locker rooms with the college.

According to a police report, the mother of a 17-year-old girl complained after her daughter saw the transgender individual walking naked in the locker room. A female swim coach confronted the man sprawled out in a sauna exposing himself. She ordered him to leave and called police.

The coach later apologized when she discovered the man was transgendered but explained there were girls using the facility as young as six years old who weren’t used to seeing male genitals.",0.5,10,0.0,0.1,0.0,0.2,0.3,0.7,0.8,0.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133
802,306289,"you are correct sir, in that I did call it ""kiddie"" porn when it is clearly soft porn.  not my area of expertise I must admit.,  I do know what kiddie porn is because it is always in the story of another caught ped.  I did misspeak. however the pictures are just salacious and this maybe not the best place to display them.  trumps views on women are pretty clear to those who oppose him.  to those who support him - they apparently done't care - even the women he hates so much...+++I believe I owe you an apology for coming to the thought that you were a jerk. your last sentence after the pics were not very clear as to why they got posted.  so MY APOLOGIES TO YOU...and look forward to future conversations...",0.5,10,0.2,0.1,0.0,0.5,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"you are correct sir, in that I did call it ""kiddie"" porn when it is clearly soft porn.  not my area of expertise I must admit.,  I do know what kiddie porn is because it is always in the story of another caught ped.  I did misspeak. however the pictures are just salacious and this maybe not the best place to display them.  trumps views on women are pretty clear to those who oppose him.  to those who support him - they apparently done't care - even the women he hates so much...+++I believe I owe you an apology for coming to the thought that you were a jerk. your last sentence after the pics were not very clear as to why they got posted.  so MY APOLOGIES TO YOU...and look forward to future conversations...",0.5,10,0.2,0.1,0.0,0.5,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135
816,307077,"And how did the ""little guy"" get neglected? The Republicans promised that ""trickle down"" would benefit the little guy. Instead they got ""tinkled on"". People praised the wealthy for their hard work that led to their riches. ""Anyone who works hard can make it"". Instead jobs got shipped to foreign countries. Panama, Cayman Islands and Delaware are tax havens (for Clintons too). 
But Trump's main focus for this is immigrants and Muslims. Building a wall (that Mexico will pay for), trade wars and killing the families of terrorists will not make America ""great again"". We'd have to tear down the Statue of Liberty.",0.4,10,0.0,0.0,0.1,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,"And how did the ""little guy"" get neglected? The Republicans promised that ""trickle down"" would benefit the little guy. Instead they got ""tinkled on"". People praised the wealthy for their hard work that led to their riches. ""Anyone who works hard can make it"". Instead jobs got shipped to foreign countries. Panama, Cayman Islands and Delaware are tax havens (for Clintons too). 
But Trump's main focus for this is immigrants and Muslims. Building a wall (that Mexico will pay for), trade wars and killing the families of terrorists will not make America ""great again"". We'd have to tear down the Statue of Liberty.",0.4,10,0.0,0.0,0.1,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,103
817,307155,"Man is his belly full of Koolaid, who has grown government I mean really, Bush created a whole new department and left us with a huge deficit. Did not Reagan do the same run deficits? What about  the Patriot Act; Talk about government intrusion. The Truth is when it comes down to it much as I hate to say it, Clinton was right, Bill that is, its the economy stupid, JOBS!!! I watched Bil Maher last night and he nailed it, Trump, does not give a damn about abortion or guns or gay marriage or bath rooms, and he is winning. GOP get a clue you have mis judged and  irrelevant.",0.475,80,0.0125,0.225,0.0,0.4,0.15,0.8333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Man is his belly full of Koolaid, who has grown government I mean really, Bush created a whole new department and left us with a huge deficit. Did not Reagan do the same run deficits? What about  the Patriot Act; Talk about government intrusion. The Truth is when it comes down to it much as I hate to say it, Clinton was right, Bill that is, its the economy stupid, JOBS!!! I watched Bil Maher last night and he nailed it, Trump, does not give a damn about abortion or guns or gay marriage or bath rooms, and he is winning. GOP get a clue you have mis judged and  irrelevant.",0.475,80,0.0125,0.225,0.0,0.4,0.15,0.8333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111
818,307288,"Is that it ?   That's all the garbage you can come up with to bash Trump ?   At least he's not under investigation by the FBI .  She may get indicted for the crimes EVERYONE knows she commited . She's costing the taxpayers thousands on dollars each day to pay for the dozens of FBI agents working on her case.   Plus , she lied to the faces of the parents who lost the four sons over the reason they were killed.  And how about all those women she attacked and tried to destroy as she enabled her husband from the time is was governor through the White House ?",0.6,10,0.0,0.1,0.1,0.4,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Is that it ?   That's all the garbage you can come up with to bash Trump ?   At least he's not under investigation by the FBI .  She may get indicted for the crimes EVERYONE knows she commited . She's costing the taxpayers thousands on dollars each day to pay for the dozens of FBI agents working on her case.   Plus , she lied to the faces of the parents who lost the four sons over the reason they were killed.  And how about all those women she attacked and tried to destroy as she enabled her husband from the time is was governor through the White House ?",0.6,10,0.0,0.1,0.1,0.4,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109
825,307702,"OK, if Americans believe the country is on the wrong track then why did they turn Congress over to a Republican Just Say No, do nothing Congress?  American voters don't know what they want.  President Bill Clinton gave the nation a national budget surplus during his eight-year term.  What happened next?  The Republicans racked up the first $7 trillion in debt and still counting.  China and Japan will own America if they don't already, and Trump's worried more about Mexicans crossing the border?  We heard and witnessed the same campaign slogan from billionaire Ross Perot and look what happened to him.  Trump may have made it pass the Republican primaries, but I don't believe he'll make it pass the general election.  When Trump  loses the White House, mark my words, his narcissistic personality will sue the United States.  Haha",0.4,10,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.1,0.0,0.0,0.0,0.0,"OK, if Americans believe the country is on the wrong track then why did they turn Congress over to a Republican Just Say No, do nothing Congress?  American voters don't know what they want.  President Bill Clinton gave the nation a national budget surplus during his eight-year term.  What happened next?  The Republicans racked up the first $7 trillion in debt and still counting.  China and Japan will own America if they don't already, and Trump's worried more about Mexicans crossing the border?  We heard and witnessed the same campaign slogan from billionaire Ross Perot and look what happened to him.  Trump may have made it pass the Republican primaries, but I don't believe he'll make it pass the general election.  When Trump  loses the White House, mark my words, his narcissistic personality will sue the United States.  Haha",0.4,10,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.1,0.0,0.0,0.0,0.0,139
829,308035,"Yale is private, the U of O is not.
Slavery isn't just some long past forgotten event. It lasted for hundreds of years; today, African-Americans still feel they are second-class citizens. Imagine how you, if you're a white person reading this, would feel about attending a school where a building was named in honor of a white person that had owned and mistreated one of your ancestors. Time to forgive AND forget?
I'd argue, ""Hell, no!""
Either one has the capacity to see another's point of view or one doesn't. It simply is unacceptable to continue to praise these men by leaving the buildings' names in place. They've had their day in the sun, it's time to retire them to the shade. 
I propose we rename the two buildings either for other Oregonians with cleaner backgrounds or else for black civil rights leaders such as WEB Du Bois or Frederick Douglass.",0.4,10,0.0,0.2,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,"Yale is private, the U of O is not.
Slavery isn't just some long past forgotten event. It lasted for hundreds of years; today, African-Americans still feel they are second-class citizens. Imagine how you, if you're a white person reading this, would feel about attending a school where a building was named in honor of a white person that had owned and mistreated one of your ancestors. Time to forgive AND forget?
I'd argue, ""Hell, no!""
Either one has the capacity to see another's point of view or one doesn't. It simply is unacceptable to continue to praise these men by leaving the buildings' names in place. They've had their day in the sun, it's time to retire them to the shade. 
I propose we rename the two buildings either for other Oregonians with cleaner backgrounds or else for black civil rights leaders such as WEB Du Bois or Frederick Douglass.",0.4,10,0.0,0.2,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,151
833,308609,"This is good spin, Larry, but it doesn't work. If racists in the South (admittedly, probably Democrats at the time) systematically kept blacks from voting (and lots of other things) for a century -- without perhaps being so stupid as to say that that's what they were doing, but in practice it was very clear -- then when it's time to change that policy, to make amends for that policy, it may be necessary to identify the racial groups that have been systematically discriminated against for decades, in order to be sure that that treatment is being corrected and reversed. That requires identifying people by race. That's not racism, that's combating racism. In the long run, we'll have a world where that won't be necessary, and then your spin will be appropriate. But, you know what they say. In the long run, we'll all be dead. You can hide from the truth if you wish, but the truth is that the Republican Party is now the party of racism and racists.",0.6,10,0.1,0.1,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This is good spin, Larry, but it doesn't work. If racists in the South (admittedly, probably Democrats at the time) systematically kept blacks from voting (and lots of other things) for a century -- without perhaps being so stupid as to say that that's what they were doing, but in practice it was very clear -- then when it's time to change that policy, to make amends for that policy, it may be necessary to identify the racial groups that have been systematically discriminated against for decades, in order to be sure that that treatment is being corrected and reversed. That requires identifying people by race. That's not racism, that's combating racism. In the long run, we'll have a world where that won't be necessary, and then your spin will be appropriate. But, you know what they say. In the long run, we'll all be dead. You can hide from the truth if you wish, but the truth is that the Republican Party is now the party of racism and racists.",0.6,10,0.1,0.1,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171
836,308747,"Ruiz's pathetic response: 

""George,

I was disheartened reading your guest viewpoint in today’s Register Guard.  By most accounts, the city hall process has not gone as hoped for, and I accept responsibility for my part in this process, including not keeping the council consistently up-to-date as possible changes in scope and budget arose.  My intent was to provide council with complete information about a design option that more fully met your adopted values, rather than continually involve you in the iterative process.  In communications prior to and during the recent work session I acknowledged that it was not a good decision, and I offered no excuses to try to justify my decision.  Although the process has been faulty, there has not been a conspiracy, nor secret intent, nor an attempt to “hoodwink” the council.  I believe suggesting otherwise is unwarranted, unfounded and unbelievable, and also disrespects the independence, judgment and discernment of the other council members...""",0.6,10,0.0,0.0,0.1,0.5,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Ruiz's pathetic response: 

""George,

I was disheartened reading your guest viewpoint in today’s Register Guard.  By most accounts, the city hall process has not gone as hoped for, and I accept responsibility for my part in this process, including not keeping the council consistently up-to-date as possible changes in scope and budget arose.  My intent was to provide council with complete information about a design option that more fully met your adopted values, rather than continually involve you in the iterative process.  In communications prior to and during the recent work session I acknowledged that it was not a good decision, and I offered no excuses to try to justify my decision.  Although the process has been faulty, there has not been a conspiracy, nor secret intent, nor an attempt to “hoodwink” the council.  I believe suggesting otherwise is unwarranted, unfounded and unbelievable, and also disrespects the independence, judgment and discernment of the other council members...""",0.6,10,0.0,0.0,0.1,0.5,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156
840,308894,"It is too bad your God is not forgiving or tolerant of all humankind and thier antics...it has always amazed me that grownup adults honestly believe in fairy tails such as the bible. They tried to ram that dogma down my throat as a little kid. Thank goodness I was not buying into that fantasy and I can think for myself and forgive/accept others without fear. So much hypocrisy in organized religion. It is scary. There is no difference betweena right-wing conservative hating on gays than a Muslim hating on America...both are following the word of God. Same, same, but different.",0.6,10,0.0,0.1,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"It is too bad your God is not forgiving or tolerant of all humankind and thier antics...it has always amazed me that grownup adults honestly believe in fairy tails such as the bible. They tried to ram that dogma down my throat as a little kid. Thank goodness I was not buying into that fantasy and I can think for myself and forgive/accept others without fear. So much hypocrisy in organized religion. It is scary. There is no difference betweena right-wing conservative hating on gays than a Muslim hating on America...both are following the word of God. Same, same, but different.",0.6,10,0.0,0.1,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
842,309129,"I agree with most of your comment except the part about the southern racists becoming republicans. In fact, out of all of the southern racist democrats, only 3 became republicans. All of the rest remained with the democratic party. Republicans have never been supportive of segregation, then or now. The major switch between the parties was strictly due to economic theory, not race. I would also agree that the democrats embraced the ideals of Lincoln since the 60's/70's but the republicans have never left those ideals. Nothing has been done to keep blacks from voting, only to keep anyone not entitled to vote from voting. There is no evidence that voting ID laws have had any impact on anyones ability to vote.",0.4,10,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"I agree with most of your comment except the part about the southern racists becoming republicans. In fact, out of all of the southern racist democrats, only 3 became republicans. All of the rest remained with the democratic party. Republicans have never been supportive of segregation, then or now. The major switch between the parties was strictly due to economic theory, not race. I would also agree that the democrats embraced the ideals of Lincoln since the 60's/70's but the republicans have never left those ideals. Nothing has been done to keep blacks from voting, only to keep anyone not entitled to vote from voting. There is no evidence that voting ID laws have had any impact on anyones ability to vote.",0.4,10,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122
843,309139,"Being from Springfield, having a ""no brainer"" that was at least up for discussion would at times be an improvement to the apparently ""brained"" who have found the brain more useful as a seat cushion on a Eugenian bicycle than a policy tool.  And, god forbid, Springfield finally figure out it's a real city with real people and real problems that mostly poverty and economic isolation can explain, lest they finally also lose the inferiority complex that makes them think they are stuck and must forever be ""Eugene's misfit sister"" so must sell themselves to anyone that Eugene does not want...",0.4,10,0.0,0.0,0.0,0.3,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Being from Springfield, having a ""no brainer"" that was at least up for discussion would at times be an improvement to the apparently ""brained"" who have found the brain more useful as a seat cushion on a Eugenian bicycle than a policy tool.  And, god forbid, Springfield finally figure out it's a real city with real people and real problems that mostly poverty and economic isolation can explain, lest they finally also lose the inferiority complex that makes them think they are stuck and must forever be ""Eugene's misfit sister"" so must sell themselves to anyone that Eugene does not want...",0.4,10,0.0,0.0,0.0,0.3,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
844,309141,"No, Art. I didn't ""meat"" that.  Admit you're lying again, or merely delusional, unless you're willing to post a source for your most recent nonsense. Most Secretaries of State are Republicans. In Kansas, home of that skunk Kobach, the KS SOS, he has Kansas City, Wichita and Topeka, somewhat ""blue"" cities. He couldn't find but about three cases, all Republicans, of fraud, despite years of his McCarthyite ""investigations."" He even accused one frequent voter of being dead. The guy, who had just finished mowing his lawn, said he felt dead, but wasn't.

Given that you're a proud Son of the Confederacy, I understand how you're bothered by black people voting.",0.4,10,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"No, Art. I didn't ""meat"" that.  Admit you're lying again, or merely delusional, unless you're willing to post a source for your most recent nonsense. Most Secretaries of State are Republicans. In Kansas, home of that skunk Kobach, the KS SOS, he has Kansas City, Wichita and Topeka, somewhat ""blue"" cities. He couldn't find but about three cases, all Republicans, of fraud, despite years of his McCarthyite ""investigations."" He even accused one frequent voter of being dead. The guy, who had just finished mowing his lawn, said he felt dead, but wasn't.

Given that you're a proud Son of the Confederacy, I understand how you're bothered by black people voting.",0.4,10,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110
847,309389,"More bluster about what people think Trump will do.   He won't do anything if he doesn't at least gain the support of this own party, let alone find cooperation from Democrats.    Trump sells an brand in his professional work.  It's really quite a smart, maybe brilliant way to make money and enrich himself.    The man knows what it takes to sell a product and it has little to do with job competence.

I trust nothing about Trump as far as what he might do in a position of public leadership.   Trump isn't special, he's a carnival barker that is selling the public a hazy dream of what's inside the tent.  We don't know what it is, but it's Huge, Special, Exciting, Fantastic.   Don't be surprised by what you get after you buy your ticket.",0.4,10,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"More bluster about what people think Trump will do.   He won't do anything if he doesn't at least gain the support of this own party, let alone find cooperation from Democrats.    Trump sells an brand in his professional work.  It's really quite a smart, maybe brilliant way to make money and enrich himself.    The man knows what it takes to sell a product and it has little to do with job competence.

I trust nothing about Trump as far as what he might do in a position of public leadership.   Trump isn't special, he's a carnival barker that is selling the public a hazy dream of what's inside the tent.  We don't know what it is, but it's Huge, Special, Exciting, Fantastic.   Don't be surprised by what you get after you buy your ticket.",0.4,10,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134
848,309515,"No, you misunderstand, Larry. I'm not suggesting that we need efforts to compensate for past injustices -- I'm suggesting that we need efforts to correct for CURRENT injustices. Voting rights are still being denied based on spurious suggestions of voter fraud (which is virtually non-existent, except in the fevered minds of Republican operatives). Some Republicans have even been courageous (or stupid) enough as to admit that their efforts to restrict voting -- which disproportionately affect (otherwise legitimate) Democratic voters -- are intended to help Republicans win elections. Similarly, it's obvious that there is widespread discrimination against black Americans in policing and other areas. These injustices require attention, and won't be cured by hiding behind the notion that we're beyond race.",0.4,10,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"No, you misunderstand, Larry. I'm not suggesting that we need efforts to compensate for past injustices -- I'm suggesting that we need efforts to correct for CURRENT injustices. Voting rights are still being denied based on spurious suggestions of voter fraud (which is virtually non-existent, except in the fevered minds of Republican operatives). Some Republicans have even been courageous (or stupid) enough as to admit that their efforts to restrict voting -- which disproportionately affect (otherwise legitimate) Democratic voters -- are intended to help Republicans win elections. Similarly, it's obvious that there is widespread discrimination against black Americans in policing and other areas. These injustices require attention, and won't be cured by hiding behind the notion that we're beyond race.",0.4,10,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120
